product_name,category,subcategory,brand,price,cost
BrandA Furniture 430,Home,Furniture,BrandA,192.69,125.78
BrandA Furniture 431,Home,Furniture,BrandA,250.67,133.53
BrandB Shirts 432,Clothing,Shirts,BrandB,312.38,144.74
BrandC Decor 433,Home,Decor,BrandC,31.35,18.87
BrandB Educational 434,Books,Educational,BrandB,300.04,129.14
Generic Non-Fiction 435,Books,Non-Fiction,Generic,29.73,18.72
Generic Apparel 436,Sports,Apparel,Generic,171.84,92.51
BrandC Pants 437,Clothing,Pants,BrandC,217.67,130.05
BrandA Equipment 438,Sports,Equipment,BrandA,343.25,157.07
BrandB Apparel 439,Sports,Apparel,BrandB,288.83,138.19
BrandA Shirts 440,Clothing,Shirts,BrandA,151.3,85.27
Generic Pants 441,Clothing,Pants,Generic,210.24,87.69
BrandA Equipment 442,Sports,Equipment,BrandA,27.72,18.05
BrandA Equipment 443,Sports,Equipment,BrandA,274.21,114.05
Generic Headphones 444,Electronics,Headphones,Generic,49.68,30.07
BrandC Laptops 445,Electronics,Laptops,BrandC,170.84,85.61
BrandC Furniture 446,Home,Furniture,BrandC,274.29,152.62
BrandB Fiction 447,Books,Fiction,BrandB,302.78,188.06
BrandB Furniture 448,Home,Furniture,BrandB,230.69,96.15
BrandA Smartphones 449,Electronics,Smartphones,BrandA,357.22,159.41
BrandA Equipment 450,Sports,Equipment,BrandA,258.09,141.53
Generic Non-Fiction 451,Books,Non-Fiction,Generic,229.89,93.49
BrandA Laptops 452,Electronics,Laptops,BrandA,283.65,176.61
BrandA Pants 453,Clothing,Pants,BrandA,144.04,84.39
BrandA Fiction 454,Books,Fiction,BrandA,119.62,53.3
BrandC Pants 455,Clothing,Pants,BrandC,290.05,173.25
Generic Pants 456,Clothing,Pants,Generic,325.29,139.47
BrandA Fiction 457,Books,Fiction,BrandA,385.96,156.14
BrandB Fiction 458,Books,Fiction,BrandB,382.71,171.01
BrandA Accessories 459,Sports,Accessories,BrandA,188.49,115.0
BrandC Equipment 460,Sports,Equipment,BrandC,271.42,138.16
Generic Smartphones 461,Electronics,Smartphones,Generic,267.92,143.65
BrandB Shirts 462,Clothing,Shirts,BrandB,285.79,174.66
BrandA Accessories 463,Sports,Accessories,BrandA,227.34,91.68
BrandA Non-Fiction 464,Books,Non-Fiction,BrandA,137.47,89.16
Generic Shirts 465,Clothing,Shirts,Generic,244.43,112.44
BrandA Headphones 466,Electronics,Headphones,BrandA,251.14,154.08
BrandC Shirts 467,Clothing,Shirts,BrandC,248.5,103.68
BrandA Decor 468,Home,Decor,BrandA,120.72,71.31
BrandB Furniture 469,Home,Furniture,BrandB,278.97,115.53
BrandA Accessories 470,Sports,Accessories,BrandA,174.66,74.62
BrandA Shirts 471,Clothing,Shirts,BrandA,210.87,86.72
Generic Shoes 472,Clothing,Shoes,Generic,88.86,46.44
BrandC Accessories 473,Sports,Accessories,BrandC,189.53,103.78
BrandA Shoes 474,Clothing,Shoes,BrandA,314.87,159.69
BrandC Smartphones 475,Electronics,Smartphones,BrandC,95.66,62.78
BrandA Fiction 476,Books,Fiction,BrandA,373.58,169.59
BrandB Furniture 477,Home,Furniture,BrandB,25.94,12.37
BrandA Shoes 478,Clothing,Shoes,BrandA,128.35,52.47
BrandA Pants 479,Clothing,Pants,BrandA,224.02,112.36
BrandC Accessories 480,Sports,Accessories,BrandC,230.98,145.56
BrandB Apparel 481,Sports,Apparel,BrandB,104.23,60.61
Generic Headphones 482,Electronics,Headphones,Generic,265.79,106.37
Generic Shirts 483,Clothing,Shirts,Generic,134.45,58.0
BrandA Furniture 484,Home,Furniture,BrandA,31.48,12.77
BrandC Equipment 485,Sports,Equipment,BrandC,166.43,87.97
Generic Decor 486,Home,Decor,Generic,137.92,84.79
Generic Shirts 487,Clothing,Shirts,Generic,320.96,158.59
BrandA Non-Fiction 488,Books,Non-Fiction,BrandA,222.66,90.29
Generic Accessories 489,Sports,Accessories,Generic,138.68,58.23
Generic Equipment 490,Sports,Equipment,Generic,61.22,32.91
Generic Pants 491,Clothing,Pants,Generic,102.45,60.63
BrandB Apparel 492,Sports,Apparel,BrandB,132.81,59.75
BrandC Accessories 493,Sports,Accessories,BrandC,111.71,46.46
Generic Equipment 494,Sports,Equipment,Generic,260.82,149.82
BrandA Fiction 495,Books,Fiction,BrandA,82.33,36.28
BrandC Shoes 496,Clothing,Shoes,BrandC,217.24,104.27
BrandB Appliances 497,Home,Appliances,BrandB,441.66,186.02
Generic Laptops 498,Electronics,Laptops,Generic,157.34,73.48
Generic Apparel 499,Sports,Apparel,Generic,236.84,98.7
BrandC Non-Fiction 500,Books,Non-Fiction,BrandC,374.06,176.42
